Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living,root_class,qualifier,wikidata_ID,aphia_ID,NCBI_ID,BOLD_ID,ecotaxa_ID
global_uvp5,Swima,animalia,annelida,polychaeta,terebellida,acrocirridae,swima,,swima,True,True,living,full_body,Q7656187,413514.0,702659.0,506616.0,558;632
uvp6net,Swima,animalia,annelida,polychaeta,terebellida,acrocirridae,swima,,swima,True,True,living,full_body,Q7656187,413514.0,702659.0,506616.0,558;632
sykezooscan2024,Synchaeta_sp,animalia,rotifera,eurotatoria,ploima,synchaetidae,synchaeta,,synchaeta,True,True,living,full_body,Q1254189,134958.0,204744.0,31546.0,
zoolake,synchaeta,animalia,rotifera,eurotatoria,ploima,synchaetidae,synchaeta,,synchaeta,True,True,living,full_body,Q1254189,134958.0,204744.0,31546.0,
medplanktonset,Syracosphaera_pulchra,chromista,haptophyta,coccolithophyceae,syracosphaerales,syracosphaeraceae,syracosphaera,pulchra,syracosphaera pulchra,True,True,living,full_body,Q23069525,235979.0,418946.0,163626.0,
syke_ifcb_2022,Cryptophyceae-Teleaulax,chromista,cryptophyta,cryptophyceae,pyrenomonadales,geminigeraceae,teleaulax,,teleaulax,True,True,living,full_body,Q23070355,106285.0,77930.0,99300.0,
global_uvp5,Teleostei,animalia,chordata,teleostei,,,,,teleostei,True,True,living,full_body,Q204861,293496.0,32443.0,2676441.0,
planktonset1.0,fish_larvae_deep_body,animalia,chordata,teleostei,,,,,teleostei,False,True,living,larvae,Q204861,293496.0,32443.0,2676441.0,
planktonset1.0,fish_larvae_medium_body,animalia,chordata,teleostei,,,,,teleostei,False,True,living,larvae,Q204861,293496.0,32443.0,2676441.0,
planktonset1.0,fish_larvae_thin_body,animalia,chordata,teleostei,,,,,teleostei,False,True,living,larvae,Q204861,293496.0,32443.0,2676441.0,
planktonset1.0,fish_larvae_very_thin_body,animalia,chordata,teleostei,,,,,teleostei,False,True,living,larvae,Q204861,293496.0,32443.0,2676441.0,
planktoscope,nauplii_Temora,animalia,arthropoda,copepoda,calanoida,temoridae,temora,,temora,True,True,living,full_body,Q10692615,104241.0,261851.0,5800.0,53;759
planktoscope,Temora,animalia,arthropoda,copepoda,calanoida,temoridae,temora,,temora,True,True,living,full_body,Q10692615,104241.0,261851.0,5800.0,53;759
zoocamnet,Temoridae,animalia,arthropoda,copepoda,calanoida,temoridae,,,temoridae,True,True,living,full_body,Q3808990,104106.0,88013.0,1755.0,53;759
zooscan,Temoridae,animalia,arthropoda,copepoda,calanoida,temoridae,,,temoridae,True,True,living,full_body,Q3808990,104106.0,88013.0,1755.0,53;759
global_uvp5,like<Temoridae,animalia,arthropoda,copepoda,calanoida,temoridae,,,temoridae,True,True,living,like,Q3808990,104106.0,88013.0,1755.0,53;759
medplanktonset,Tenuicylindrus_belgicus,chromista,heterokontophyta,bacillariophyceae,leptocylindrales,leptocylindraceae,tenuicylindrus,belgicus,tenuicylindrus belgicus,True,True,living,full_body,Q67883360,149037.0,1398096.0,87583.0,711
medplanktonset,Thalassionema_spp,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,thalassionema,,thalassionema,True,True,living,full_body,Q23843485,149092.0,33648.0,187421.0,429
whoi,Thalassionema,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,thalassionema,,thalassionema,True,True,living,full_body,Q23843485,149092.0,33648.0,187421.0,429
zoocamnet,Thalassionema,chromista,heterokontophyta,bacillariophyceae,thalassionematales,thalassionemataceae,thalassionema,,thalassionema,True,True,living,full_body,Q23843485,149092.0,33648.0,187421.0,429
flowcamnet,Thalassionematales,chromista,heterokontophyta,bacillariophyceae,thalassionematales,,,,thalassionematales,True,True,living,full_body,Q23070138,149090.0,33849.0,187419.0,429
planktoscope,Thalassionematales,chromista,heterokontophyta,bacillariophyceae,thalassionematales,,,,thalassionematales,True,True,living,full_body,Q23070138,149090.0,33849.0,187419.0,429
medplanktonset,Thalassiosira_spp,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,thalassiosira,,thalassiosira,True,True,living,full_body,Q12058804,148912.0,35127.0,74467.0,643;687
whoi,Thalassiosira,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,thalassiosira,,thalassiosira,True,True,living,full_body,Q12058804,148912.0,35127.0,74467.0,643;687
whoi,Thalassiosira_dirty,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,thalassiosira,,thalassiosira,True,True,living,full_body,Q12058804,148912.0,35127.0,74467.0,643;687
medplanktonset,Thalassiosira_gravida,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,thalassiosira,gravida,thalassiosira gravida,True,True,living,full_body,Q61998606,149102.0,420259.0,87683.0,643;687
syke_ifcb_2022,Thalassiosira_levanderi,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,thalassiosiraceae,thalassiosira,levanderi,thalassiosira levanderi,True,True,living,full_body,Q67890644,149308.0,35127.0,1023149.0,643;687
planktoscope,Thalassiosirales,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,,,,thalassiosirales,True,True,living,full_body,Q16831233,148903.0,33847.0,87627.0,711
global_uvp5,Thaliacea,animalia,chordata,thaliacea,,,,,thaliacea,True,True,living,full_body,Q610887,22626.0,30304.0,27266.0,113;607
zoocamnet,Thaliacea,animalia,chordata,thaliacea,,,,,thaliacea,True,True,living,full_body,Q610887,22626.0,30304.0,27266.0,113;607
global_uvp5,Phaeodaria,chromista,cercozoa,thecofilosea,,,,,thecofilosea,True,True,living,full_body,Q7777653,590699.0,1004930.0,886873.0,
global_uvp5,unknown,chromista,cercozoa,thecofilosea,,,,,thecofilosea,True,True,living,full_body,Q7777653,590699.0,1004930.0,886873.0,
planktoscope,Phaeodaria,chromista,cercozoa,thecofilosea,,,,,thecofilosea,True,True,living,full_body,Q7777653,590699.0,1004930.0,886873.0,
zooscan,Phaeodaria,chromista,cercozoa,thecofilosea,,,,,thecofilosea,True,True,living,full_body,Q7777653,590699.0,1004930.0,886873.0,
global_uvp5,like<Phaeodaria,chromista,cercozoa,thecofilosea,,,,,thecofilosea,True,True,living,like,Q7777653,590699.0,1004930.0,886873.0,
global_uvp5,Thecosomata,animalia,mollusca,gastropoda,thecosomata,,,,thecosomata,True,True,living,full_body,Q772011,13703.0,158030.0,92.0,111
planktonset1.0,pteropod_butterfly,animalia,mollusca,gastropoda,thecosomata,,,,thecosomata,True,True,living,full_body,Q772011,13703.0,158030.0,92.0,111
planktonset1.0,pteropod_theco_dev_seq,animalia,mollusca,gastropoda,thecosomata,,,,thecosomata,True,True,living,full_body,Q772011,13703.0,158030.0,92.0,111
jedioceans,LClass_Ba.Barnacle_nauplius,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
jedioceans,LClass_barnacle,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
jedioceans,LClass_Barnacle_exuviae,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
jedioceans,LClass_Pa.37.Barnacle_exuviae,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
planktoscope,nauplii_Cirripedia,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
zoocamnet,Ciripedia,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
zooscan,cirrus,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
zooscan,cypris,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
zooscan,nauplii_Cirripedia,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,full_body,Q150628,22388.0,116172.0,981579.0,
jedioceans,LClass_Ba.22.Cypris_larva,animalia,arthropoda,thecostraca,,,,,thecostraca,True,True,living,larvae,Q150628,22388.0,116172.0,981579.0,
medplanktonset,Tiarina_spp,chromista,ciliophora,prostomatea,prorodontida,colepidae,tiarina,,tiarina,True,True,living,full_body,Q25363584,247913.0,693139.0,2677421.0,657
planktoscope,Tiarina,chromista,ciliophora,prostomatea,prorodontida,colepidae,tiarina,,tiarina,True,True,living,full_body,Q25363584,247913.0,693139.0,2677421.0,657
whoi,Tiarina_fusus,chromista,ciliophora,prostomatea,prorodontida,colepidae,tiarina,fusus,tiarina fusus,True,True,living,full_body,Q61999510,247943.0,693140.0,2677421.0,657
whoi,Tintinnid,chromista,ciliophora,spirotrichea,tintinnida,,,,tintinnida,True,True,living,full_body,Q117659,425497.0,200604.0,278829.0,657
planktoscope,Tintinnopsis,chromista,ciliophora,oligotrichea,choreotrichida,codonellidae,tintinnopsis,,tintinnopsis,True,True,living,full_body,Q25362580,163780.0,180939.0,2677535.0,661
global_uvp5,Tomopteridae,animalia,annelida,polychaeta,phyllodocida,tomopteridae,,,tomopteridae,True,True,living,full_body,Q3897245,958.0,397572.0,125419.0,201;364
zooscan,Tomopteridae,animalia,annelida,polychaeta,phyllodocida,tomopteridae,,,tomopteridae,True,True,living,full_body,Q3897245,958.0,397572.0,125419.0,201;364
global_uvp5,Tomopteris,animalia,annelida,polychaeta,phyllodocida,tomopteridae,tomopteris,,tomopteris,True,True,living,full_body,Q3280378,129715.0,397573.0,178448.0,201;364
whoi,Tontonia_appendiculariformis,chromista,ciliophora,oligotrichea,oligotrichida,tontoniidae,tontonia,appendiculariformis,tontonia appendiculariformis,True,True,living,full_body,Q61997664,101345.0,641220.0,1022866.0,657
whoi,Tontonia_gracillima,chromista,ciliophora,oligotrichea,oligotrichida,tontoniidae,tontonia,gracillima,tontonia gracillima,True,True,living,full_body,Q121305969,101347.0,641222.0,1022866.0,657
medplanktonset,Torodinium_spp,chromista,myzozoa,dinophyceae,gymnodiniales,gymnodiniaceae,torodinium,,torodinium,True,True,living,full_body,Q25364681,109479.0,1641412.0,317016.0,240
global_uvp5,Trachymedusae,animalia,cnidaria,hydrozoa,trachymedusae,,,,trachymedusae,True,True,living,full_body,Q135666,16350.0,43183.0,159710.0,306
medplanktonset,Trachymedusae,animalia,cnidaria,hydrozoa,trachymedusae,,,,trachymedusae,True,True,living,full_body,Q135666,16350.0,43183.0,159710.0,306
planktoscope,Triceratium,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,triceratium,,triceratium,True,True,living,full_body,Q21226564,149154.0,1003065.0,604071.0,711
zoolake,trichocerca,animalia,rotifera,eurotatoria,ploima,trichocercidae,trichocerca,,trichocerca,True,True,living,full_body,Q2452640,134959.0,360703.0,281611.0,
global_uvp5,puff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
global_uvp5,Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
global_uvp5,tuff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
jedioceans,LClass_Cy.1.Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
jedioceans,LClass_Cy.1.Trichodesmium_spp,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
jedioceans,LClass_Cy.1.Trichodesmium_tuft,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
jedioceans,LClass_Cy.2.Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
jedioceans,LClass_Cy.Trichodesmium_,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
planktonset1.0,trichodesmium_bowtie,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
planktonset1.0,trichodesmium_puff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
planktonset1.0,trichodesmium_tuft,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
planktoscope,puff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
planktoscope,Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
uvp6net,puff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
uvp6net,tuff,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
zoocamnet,Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,full_body,Q7840756,177604.0,1205.0,176348.0,662
global_uvp5,like<Trichodesmium,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,like,Q7840756,177604.0,1205.0,176348.0,662
planktonset1.0,trichodesmium_multiple,bacteria,cyanobacteria,cyanophyceae,oscillatoriales,microcoleaceae,trichodesmium,,trichodesmium,True,True,living,mix,Q7840756,177604.0,1205.0,176348.0,662
medplanktonset,Trieres_mobiliensis,chromista,heterokontophyta,bacillariophyceae,triceratiales,triceratiaceae,trieres,mobiliensis,trieres mobiliensis,True,True,living,full_body,Q127377259,839991.0,655800.0,678282.0,711
planktoscope,Trigonium,chromista,heterokontophyta,bacillariophyceae,biddulphiales,biddulphiaceae,trigonium,,trigonium,True,True,living,full_body,Q25366253,254445.0,1003143.0,604073.0,711
jedioceans,LClass_Df.02.Ceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True,living,full_body,Q18606362,494057.0,2126447.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
medplanktonset,Tripos_spp,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True,living,full_body,Q18606362,494057.0,2126447.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
zooscan,Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True,living,full_body,Q18606362,494057.0,2126447.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
medplanktonset,Tripos_muelleri-like,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True,living,like,Q18606362,494057.0,2126447.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,neoceratium falcatum inflatum mix,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,,tripos,True,True,living,mix,Q18606362,494057.0,2126447.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Tripos arcticus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,arcticus,tripos arcticus,True,True,living,full_body,Q68442450,836815.0,2126447.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
medplanktonset,Tripos_arietinus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,arietinus,tripos arietinus,True,True,living,full_body,Q68442499,841182.0,644164.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium arietinum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,arietinus,tripos arietinus,True,True,living,full_body,Q68442499,841182.0,644164.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
medplanktonset,Tripos_azoricus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,azoricus,tripos azoricus,True,True,living,full_body,Q68442569,837310.0,644165.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium azoricum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,azoricus,tripos azoricus,True,True,living,full_body,Q68442569,837310.0,644165.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium belone,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,belone,tripos belone,True,True,living,full_body,Q68442651,841184.0,3111898.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium breve,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,brevis,tripos brevis,True,True,living,full_body,Q68442772,841189.0,2283687.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium candelabrum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,candelabrum,tripos candelabrum,True,True,living,full_body,Q68442882,841193.0,644166.0,317196.0,458
medplanktonset,Tripos_concilians,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,concilians,tripos concilians,True,True,living,full_body,Q68442998,841198.0,644167.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
medplanktonset,Tripos_contortus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,contortus,tripos contortus,True,True,living,full_body,Q68443019,841200.0,2795480.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium contortum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,contortus,tripos contortus,True,True,living,full_body,Q68443019,841200.0,2795480.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
medplanktonset,Tripos_declinatus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,declinatus,tripos declinatus,True,True,living,full_body,Q68443084,841202.0,644169.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium declinatum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,declinatus,tripos declinatus,True,True,living,full_body,Q68443084,841202.0,644169.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
medplanktonset,Tripos_euarcuatus,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,euarcuatus,tripos euarcuatus,True,True,living,full_body,Q68443271,841210.0,644170.0,317196.0,239;457;458;459;472;473;627;629;719;729;737;738
planktoscope,Neoceratium extensum,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,extensus,tripos extensus,True,True,living,full_body,Q68443287,837460.0,644171.0,317196.0,627
flowcamnet,Neoceratium furca,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,furca,tripos furca,True,True,living,full_body,Q68443377,840627.0,119094.0,317196.0,459
medplanktonset,Tripos_furca,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,furca,tripos furca,True,True,living,full_body,Q68443377,840627.0,119094.0,317196.0,459
planktoscope,Neoceratium furca_Neoceratium,chromista,myzozoa,dinophyceae,gonyaulacales,ceratiaceae,tripos,furca,tripos furca,True,True,living,full_body,Q68443377,840627.0,119094.0,317196.0,459
