Dataset,Raw_Labels,Kingdom,Phylum,Class,Order,Family,Genus,Species,proposed_label,plankton,living,root_class,qualifier,wikidata_ID,aphia_ID,NCBI_ID,BOLD_ID,ecotaxa_ID
zooscan,Gymnosomata,animalia,mollusca,gastropoda,pteropoda,,,,pteropoda,True,True,living,full_body,Q1031983,325345.0,977783.0,854079.0,268
medplanktonset,Pterosperma_spp,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pterospermataceae,pterosperma,,pterosperma,True,True,living,full_body,Q7256909,160595.0,38835.0,440877.0,736
planktoscope,Pterosperma,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pterospermataceae,pterosperma,,pterosperma,True,True,living,full_body,Q7256909,160595.0,38835.0,440877.0,736
planktoscope,Ptychocylis,chromista,ciliophora,oligotrichea,choreotrichida,ptychocylididae,ptychocylis,,ptychocylis,True,True,living,full_body,Q25362634,196838.0,1050074.0,1022867.0,657
medplanktonset,Pyramimonas_spp,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pyramimonadaceae,pyramimonas,,pyramimonas,True,True,living,full_body,Q3926068,134529.0,36882.0,163628.0,
syke_ifcb_2022,Pyramimonas_sp,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pyramimonadaceae,pyramimonas,,pyramimonas,True,True,living,full_body,Q3926068,134529.0,36882.0,163628.0,
whoi,Pyramimonas_longicauda,plantae,chlorophyta,pyramimonadophyceae,pyramimonadales,pyramimonadaceae,pyramimonas,longicauda,pyramimonas longicauda,True,True,living,full_body,Q69729612,160513.0,36882.0,163628.0,
flowcamnet,Pyrocystaceae,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,,,pyrocystaceae,True,True,living,full_body,Q16916347,109444.0,1573500.0,317059.0,240
isiisnet,Pyrocystis,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,,pyrocystis,True,True,living,full_body,Q16916345,109571.0,2971.0,317060.0,487;762
planktoscope,Pyrocystis,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,,pyrocystis,True,True,living,full_body,Q16916345,109571.0,2971.0,317060.0,487;762
planktoscope,Pyrocystis fusiformis,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,fusiformis,pyrocystis fusiformis,True,True,living,full_body,Q7263640,110328.0,295513.0,317060.0,487;762
planktoscope,Pyrocystis hamulus,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,hamulus,pyrocystis hamulus,True,True,living,full_body,Q68432032,232259.0,2971.0,317060.0,762
medplanktonset,Pyrocystis_cf._lunula,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,lunula,pyrocystis lunula,True,True,living,full_body,Q68432077,164053.0,2972.0,317066.0,487;762
planktoscope,Pyrocystis lunula,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,lunula,pyrocystis lunula,True,True,living,full_body,Q68432077,164053.0,2972.0,317066.0,487;762
planktoscope,Pyrocystis noctiluca,chromista,myzozoa,dinophyceae,gonyaulacales,pyrocystaceae,pyrocystis,pseudonoctiluca,pyrocystis pseudonoctiluca,True,True,living,full_body,Q68432172,573782.0,2971.0,317061.0,487;762
flowcamnet,Pyrophacus,chromista,myzozoa,dinophyceae,gonyaulacales,pyrophacaceae,pyrophacus,,pyrophacus,True,True,living,full_body,Q25364482,109555.0,261841.0,317168.0,742
planktoscope,Pyrophacus,chromista,myzozoa,dinophyceae,gonyaulacales,pyrophacaceae,pyrophacus,,pyrophacus,True,True,living,full_body,Q25364482,109555.0,261841.0,317168.0,742
medplanktonset,Pyrophacus_horologium,chromista,myzozoa,dinophyceae,gonyaulacales,pyrophacaceae,pyrophacus,horologium,pyrophacus horologium,True,True,living,full_body,Q68451858,232598.0,3111395.0,317168.0,742
global_uvp5,Pyrosoma,animalia,chordata,thaliacea,pyrosomatida,pyrosomatidae,pyrosoma,,pyrosoma,True,True,living,full_body,Q1193112,137224.0,76844.0,801356.0,152;601
global_uvp5,Pyrosomatida,animalia,chordata,thaliacea,pyrosomatida,,,,pyrosomatida,True,True,living,full_body,Q11847380,137213.0,76842.0,532901.0,152;601
zooscan,Pyrosomatida,animalia,chordata,thaliacea,pyrosomatida,,,,pyrosomatida,True,True,living,full_body,Q11847380,137213.0,76842.0,532901.0,152;601
jedioceans,LClass_Ra.25.Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True,living,full_body,Q21446955,582421.0,543769.0,714957.0,
jedioceans,LClass_Ra.25.Radiolaria_2,chromista,radiozoa,,,,,,radiozoa,True,True,living,full_body,Q21446955,582421.0,543769.0,714957.0,
jedioceans,LClass_Ra.Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True,living,full_body,Q21446955,582421.0,543769.0,714957.0,
medplanktonset,Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True,living,full_body,Q21446955,582421.0,543769.0,714957.0,
planktonset1.0,radiolarian_chain,chromista,radiozoa,,,,,,radiozoa,True,True,living,full_body,Q21446955,582421.0,543769.0,714957.0,
planktonset1.0,radiolarian_colony,chromista,radiozoa,,,,,,radiozoa,True,True,living,full_body,Q21446955,582421.0,543769.0,714957.0,
planktoscope,aggregate_Radiolaria,chromista,radiozoa,,,,,,radiozoa,True,True,living,full_body,Q21446955,582421.0,543769.0,714957.0,
uvp6net,reflection,,,,,,,,reflection,False,False,artefact,,,,,,716
flowcamnet,Rhabdonellidae,chromista,ciliophora,oligotrichea,choreotrichida,rhabdonellidae,rhabdonella,,rhabdonella,True,True,living,full_body,Q25362643,183576.0,211027.0,1022867.0,432
planktoscope,Rhabdonella,chromista,ciliophora,oligotrichea,choreotrichida,rhabdonellidae,rhabdonella,,rhabdonella,True,True,living,full_body,Q25362643,183576.0,211027.0,1022867.0,432
planktoscope,Rhabdonellopsis,chromista,ciliophora,oligotrichea,choreotrichida,rhabdonellidae,rhabdonellopsis,,rhabdonellopsis,True,True,living,full_body,Q25362646,183550.0,211026.0,1022867.0,423
medplanktonset,Rhabdosphaera_clavigera,chromista,haptophyta,coccolithophyceae,syracosphaerales,rhabdosphaeraceae,rhabdosphaera,clavigera,rhabdosphaera clavigera,True,True,living,full_body,Q68104031,235972.0,418941.0,546920.0,
zooscan,Rhincalanidae,animalia,arthropoda,copepoda,calanoida,rhincalanidae,,,rhincalanidae,True,True,living,full_body,Q18488599,345271.0,6833.0,315358.0,44
flowcamnet,Rhizosolenia inter. Richelia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True,living,full_body,Q20204296,149069.0,3004.0,87664.0,444;686
planktoscope,Rhizosolenia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True,living,full_body,Q20204296,149069.0,3004.0,87664.0,444;686
planktoscope,Rhizosolenia inter. Richelia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True,living,full_body,Q20204296,149069.0,3004.0,87664.0,444;686
whoi,Rhizosolenia,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True,living,full_body,Q20204296,149069.0,3004.0,87664.0,444;686
zoocamnet,Rhizosolenids,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,,rhizosolenia,True,True,living,full_body,Q20204296,149069.0,3004.0,87664.0,444;686
planktoscope,Rhizosolenia bergonii,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,rhizosolenia,bergonii,rhizosolenia bergonii,True,True,living,full_body,Q67899499,196811.0,2795197.0,87664.0,444;686
flowcamnet,Rhizosoleniaceae,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,,,rhizosoleniaceae,True,True,living,full_body,Q20204298,149068.0,33845.0,87622.0,444
medplanktonset,Guinardia_striata_Dactyliosolen_phuketensis,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,,,rhizosoleniaceae,True,True,living,full_body,Q20204298,149068.0,33845.0,87622.0,444
medplanktonset,Proboscia_spp._Rhizosolenia_spp,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,,,rhizosoleniaceae,True,True,living,full_body,Q20204298,149068.0,33845.0,87622.0,444
planktoscope,dactyliosolen guinardia mix,chromista,heterokontophyta,bacillariophyceae,rhizosoleniales,rhizosoleniaceae,,,rhizosoleniaceae,True,True,living,mix,Q20204298,149068.0,33845.0,87622.0,444
global_uvp5,Rhizostomeae,animalia,cnidaria,scyphozoa,rhizostomeae,,,,rhizostomeae,True,True,living,full_body,Q838519,135224.0,37535.0,25223.0,308;641
global_uvp5,Rhopalonema,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,rhopalonema,,rhopalonema,True,True,living,full_body,Q4006610,117221.0,497492.0,656307.0,304;305
global_uvp5,Rhopalonema velatum,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,rhopalonema,velatum,rhopalonema velatum,True,True,living,full_body,Q1813829,117865.0,497494.0,656308.0,304
zooscan,Rhopalonema velatum,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,rhopalonema,velatum,rhopalonema velatum,True,True,living,full_body,Q1813829,117865.0,497494.0,656308.0,304
global_uvp5,Rhopalonematidae,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,,,rhopalonematidae,True,True,living,full_body,Q148808,16842.0,168727.0,303014.0,305
isiisnet,Rhopalonematidae,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,,,rhopalonematidae,True,True,living,full_body,Q148808,16842.0,168727.0,303014.0,305
flowcamnet,Richelia,bacteria,cyanobacteria,cyanophyceae,nostocales,rivulariaceae,richelia,,richelia,True,True,living,full_body,Q27438682,370179.0,98443.0,703249.0,697
planktoscope,Rotifera,animalia,rotifera,,,,,,rotifera,True,True,living,full_body,Q180148,14260.0,10190.0,16.0,
zoolake,rotifers,animalia,rotifera,,,,,,rotifera,True,True,living,full_body,Q180148,14260.0,10190.0,16.0,
planktonset1.0,chaetognath_sagitta,animalia,chaetognatha,sagittoidea,aphragmophora,sagittidae,sagitta,,sagitta,True,True,living,full_body,Q4404443,105410.0,10230.0,80149.0,115
global_uvp5,chain,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
global_uvp5,juvenile,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
global_uvp5,Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
jedioceans,LClass_salps,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
planktonset1.0,tunicate_salp,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
planktonset1.0,tunicate_salp_chains,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
uvp6net,chain<Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
uvp6net,Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
zooscan,juvenile_Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
zooscan,Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,full_body,Q2740581,137214.0,30307.0,174763.0,118;603
global_uvp5,like<Salpida,animalia,chordata,thaliacea,salpida,,,,salpida,True,True,living,like,Q2740581,137214.0,30307.0,174763.0,118;603
global_uvp5,Salpidae,animalia,chordata,thaliacea,salpida,salpidae,,,salpidae,True,True,living,full_body,Q1068611,137217.0,34759.0,174764.0,118;603
zooscan,endostyle,animalia,chordata,thaliacea,salpida,salpidae,,,salpidae,True,True,living,full_body,Q1068611,137217.0,34759.0,174764.0,118;603
zooscan,nucleus,animalia,chordata,thaliacea,salpida,salpidae,,,salpidae,True,True,living,full_body,Q1068611,137217.0,34759.0,174764.0,118;603
flowcamnet,Salpingella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,salpingella,,salpingella,True,True,living,full_body,Q25362697,183566.0,513280.0,1022867.0,523
planktoscope,Salpingella_Tintinnidiidae,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,salpingella,,salpingella,True,True,living,full_body,Q25362697,183566.0,513280.0,1022867.0,523
planktoscope,sand,,,,,,,,sand,False,False,inert,,,,,,
zooscan,Sapphirinidae,animalia,arthropoda,copepoda,cyclopoida,sapphirinidae,,,sapphirinidae,True,True,living,full_body,Q3473199,128595.0,545089.0,50856.0,59
global_uvp5,Sarsia,animalia,cnidaria,hydrozoa,anthoathecata,corynidae,sarsia,,sarsia,True,True,living,full_body,Q4015103,117070.0,6078.0,159702.0,460
medplanktonset,Scrippsiella_acuminata_like,chromista,myzozoa,dinophyceae,thoracosphaerales,thoracosphaeraceae,scrippsiella,,scrippsiella,True,True,living,like,Q25364859,109545.0,54902.0,317093.0,240
medplanktonset,Scyphosphaera_apsteinii,chromista,haptophyta,coccolithophyceae,zygodiscales,pontosphaeraceae,scyphosphaera,apsteinii,scyphosphaera apsteinii,True,True,living,full_body,Q23070954,235975.0,418940.0,730260.0,
planktoscope,Scyphosphaera apsteinii,chromista,haptophyta,coccolithophyceae,zygodiscales,pontosphaeraceae,scyphosphaera,apsteinii,scyphosphaera apsteinii,True,True,living,full_body,Q23070954,235975.0,418940.0,730260.0,
global_uvp5,Scyphozoa,animalia,cnidaria,scyphozoa,,,,,scyphozoa,True,True,living,full_body,Q272388,135220.0,6142.0,25222.0,308;641
isiisnet,ephyra,animalia,cnidaria,scyphozoa,,,,,scyphozoa,True,True,living,full_body,Q272388,135220.0,6142.0,25222.0,308;641
planktonset1.0,ephyra,animalia,cnidaria,scyphozoa,,,,,scyphozoa,True,True,living,full_body,Q272388,135220.0,6142.0,25222.0,308;641
zooscan,ephyra,animalia,cnidaria,scyphozoa,,,,,scyphozoa,True,True,living,full_body,Q272388,135220.0,6142.0,25222.0,308;641
planktoscope,seaweed,,,,,,,,seaweed,False,True,living,full_body,,,,,215
zooscan,seaweed,,,,,,,,seaweed,False,True,living,full_body,,,,,215
global_uvp5,Semaeostomeae,animalia,cnidaria,scyphozoa,semaeostomeae,,,,semaeostomeae,True,True,living,full_body,Q908486,135225.0,6143.0,26993.0,308;641
planktonset1.0,shrimp_sergestidae,animalia,arthropoda,malacostraca,decapoda,sergestidae,,,sergestidae,True,True,living,full_body,Q4481085,106731.0,111522.0,69922.0,645
zooscan,protozoea_Sergestidae,animalia,arthropoda,malacostraca,decapoda,sergestidae,,,sergestidae,True,True,living,full_body,Q4481085,106731.0,111522.0,69922.0,645
sykezooscan2024,Sessilia,animalia,arthropoda,thecostraca,sessilia,,,,sessilia,True,True,living,full_body,Q3175015,106033.0,116172.0,981579.0,
flowcamnet,ball_bearing_like,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,contrasted_blob,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,crumple sphere,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,darkrods,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,darksphere,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,dinophyceae_shape,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,lightrods,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,lightsphere,,,,,,,,shape,False,False,artefact,,,,,,
flowcamnet,transparent_u,,,,,,,,shape,False,False,artefact,,,,,,
global_uvp5,beanlike,,,,,,,,shape,False,False,artefact,,,,,,
global_uvp5,dark<sphere,,,,,,,,shape,False,False,artefact,,,,,,
global_uvp5,light<sphere,,,,,,,,shape,False,False,artefact,,,,,,
global_uvp5,ovoid,,,,,,,,shape,False,False,artefact,,,,,,
global_uvp5,sphere<othertocheck,,,,,,,,shape,False,False,artefact,,,,,,
isiisnet,vertical line,,,,,,,,shape,False,False,artefact,,,,,,
planktoscope,crumple sphere,,,,,,,,shape,False,False,artefact,,,,,,
planktoscope,dark_sphere,,,,,,,,shape,False,False,artefact,,,,,,
planktoscope,ushape,,,,,,,,shape,False,False,artefact,,,,,,
uvp6net,darksphere,,,,,,,,shape,False,False,artefact,,,,,,
jedioceans,LClass_shell,animalia,arthropoda,diplopoda,polydesmida,paradoxosomatidae,shelleyomorpha,,shelleyomorpha,False,True,living,full_body,Q107265746,892568.0,,,
global_uvp5,Siphodera,animalia,platyhelminthes,trematoda,plagiorchiida,cryptogonimidae,siphodera,,siphodera,True,True,living,full_body,Q18592985,391452.0,234078.0,296197.0,
jedioceans,LClass_siphonophora,animalia,arthropoda,diplopoda,siphonophorida,siphonophoridae,siphonophora,,siphonophora,True,True,living,full_body,Q18511119,892593.0,2099839.0,1336502.0,296;598
global_uvp5,Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
isiisnet,Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
planktonset1.0,siphonophore_calycophoran_rocketship_adult,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
planktonset1.0,siphonophore_calycophoran_rocketship_young,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
planktonset1.0,siphonophore_physonect,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
planktonset1.0,siphonophore_physonect_young,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
uvp6net,Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
zoocamnet,other_Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
zoocamnet,Physonectae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
zooscan,nectophore_Physonectae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
zooscan,Physonectae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
zooscan,siphonula,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,True,True,living,full_body,Q1134438,1371.0,42759.0,263623.0,296;598
global_uvp5,part<Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,False,False,detritus,part,Q1134438,1371.0,42759.0,263623.0,296;598
planktonset1.0,siphonophore_other_parts,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,False,False,detritus,part,Q1134438,1371.0,42759.0,263623.0,296;598
planktonset1.0,siphonophore_partial,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,False,False,detritus,part,Q1134438,1371.0,42759.0,263623.0,296;598
zooscan,part_Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,False,False,detritus,part,Q1134438,1371.0,42759.0,263623.0,296;598
global_uvp5,tentacle<Siphonophorae,animalia,cnidaria,hydrozoa,siphonophorae,,,,siphonophorae,False,False,detritus,part_tentacle,Q1134438,1371.0,42759.0,263623.0,296;598
medplanktonset,Skeletonema_pseudocostatum_Skeletonema_tropicum,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,,skeletonema,True,True,living,full_body,Q20675171,149073.0,2842.0,87697.0,711
planktoscope,Skeletonema,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,,skeletonema,True,True,living,full_body,Q20675171,149073.0,2842.0,87697.0,711
whoi,Skeletonema,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,,skeletonema,True,True,living,full_body,Q20675171,149073.0,2842.0,87697.0,711
syke_ifcb_2022,Skeletonema_marinoi,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,marinoi,skeletonema marinoi,True,True,living,full_body,Q22286410,376667.0,267567.0,320025.0,711
medplanktonset,Skeletonema_menzelii,chromista,heterokontophyta,bacillariophyceae,thalassiosirales,skeletonemaceae,skeletonema,menzelii,skeletonema menzelii,True,True,living,full_body,Q67889171,376361.0,216823.0,2674846.0,711
global_uvp5,Sminthea,animalia,cnidaria,hydrozoa,trachymedusae,rhopalonematidae,sminthea,,sminthea,True,True,living,full_body,Q4012392,117222.0,1538290.0,730939.0,305
global_uvp5,Solmaris,animalia,cnidaria,hydrozoa,narcomedusae,solmarisidae,solmaris,,solmaris,True,True,living,full_body,Q4015312,117239.0,2099357.0,1168009.0,310
planktonset1.0,hydromedusae_solmaris,animalia,cnidaria,hydrozoa,narcomedusae,solmarisidae,solmaris,,solmaris,True,True,living,full_body,Q4015312,117239.0,2099357.0,1168009.0,310
global_uvp5,Solmarisidae,animalia,cnidaria,hydrozoa,narcomedusae,solmarisidae,,,solmarisidae,True,True,living,full_body,Q3384153,16848.0,2099351.0,533016.0,310
planktonset1.0,hydromedusae_solmundella,animalia,cnidaria,hydrozoa,narcomedusae,solmundaeginidae,solmundella,,solmundella,True,True,living,full_body,Q32535664,116997.0,497512.0,654128.0,302;572
global_uvp5,Solmundella bitentaculata,animalia,cnidaria,hydrozoa,narcomedusae,solmundaeginidae,solmundella,bitentaculata,solmundella bitentaculata,True,True,living,full_body,Q1996438,117267.0,497513.0,654129.0,302;572
zooscan,actinula,animalia,cnidaria,hydrozoa,narcomedusae,solmundaeginidae,solmundella,bitentaculata,solmundella bitentaculata,True,True,living,full_body,Q1996438,117267.0,497513.0,654129.0,302;572
zooscan,Solmundella bitentaculata,animalia,cnidaria,hydrozoa,narcomedusae,solmundaeginidae,solmundella,bitentaculata,solmundella bitentaculata,True,True,living,full_body,Q1996438,117267.0,497513.0,654129.0,302;572
medplanktonset,Sourniaea_diacantha,chromista,myzozoa,dinophyceae,gonyaulacales,lingulodiniaceae,sourniaea,diacantha,sourniaea diacantha,True,True,living,full_body,Q106456471,1760858.0,2723146.0,317024.0,240
planktonset1.0,siphonophore_calycophoran_sphaeronectes,animalia,cnidaria,hydrozoa,siphonophorae,sphaeronectidae,sphaeronectes,,sphaeronectes,True,True,living,full_body,Q4005869,135381.0,168791.0,461329.0,296;598
planktonset1.0,siphonophore_calycophoran_sphaeronectes_stem,animalia,cnidaria,hydrozoa,siphonophorae,sphaeronectidae,sphaeronectes,,sphaeronectes,True,True,living,full_body,Q4005869,135381.0,168791.0,461329.0,296;598
planktonset1.0,siphonophore_calycophoran_sphaeronectes_young,animalia,cnidaria,hydrozoa,siphonophorae,sphaeronectidae,sphaeronectes,,sphaeronectes,True,True,living,full_body,Q4005869,135381.0,168791.0,461329.0,296;598
lensless,SPIROSTOMUM AMBIGUUM,chromista,ciliophora,heterotrichea,heterotrichida,spirostomidae,spirostomum,ambiguum,spirostomum ambiguum,True,True,living,full_body,Q49605569,427989.0,37688.0,179357.0,657
planktoscope,Spongodiscidae,chromista,radiozoa,polycystina,spumellaria,spongodiscidae,,,spongodiscidae,True,True,living,full_body,Q7579018,345858.0,220106.0,714957.0,685
whoi,spore,,,,,,,,spore,True,True,living,full_body,,,,,
flowcamnet,Spumellaria,chromista,radiozoa,polycystina,spumellaria,,,,spumellaria,True,True,living,full_body,Q3967296,345835.0,65583.0,714957.0,655
planktoscope,Spumellaria,chromista,radiozoa,polycystina,spumellaria,,,,spumellaria,True,True,living,full_body,Q3967296,345835.0,65583.0,714957.0,655
flowcamnet,Steenstrupiella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,steenstrupiella,,steenstrupiella,True,True,living,full_body,Q25362703,183545.0,513282.0,1022867.0,526
planktoscope,Steenstrupiella,chromista,ciliophora,oligotrichea,choreotrichida,tintinnidae,steenstrupiella,,steenstrupiella,True,True,living,full_body,Q25362703,183545.0,513282.0,1022867.0,526
global_uvp5,Stegocephalus inflatus,animalia,arthropoda,malacostraca,amphipoda,stegocephalidae,stegocephalus,inflatus,stegocephalus inflatus,True,True,living,full_body,Q4483044,103105.0,317538.0,88678.0,222;596
planktoscope,stellate hairs,,,,,,,,stellate hairs,False,False,detritus,,,,,,
lensless,STENTOR COERULEUS,chromista,ciliophora,heterotrichea,heterotrichida,stentoridae,stentor,coeruleus,stentor coeruleus,True,True,living,full_body,Q616153,427997.0,5963.0,179361.0,657
whoi,Stephanopyxis,chromista,heterokontophyta,bacillariophyceae,melosirales,stephanopyxidaceae,stephanopyxis,,stephanopyxis,True,True,living,full_body,Q25366375,149630.0,3006.0,87599.0,711
planktoscope,Sticholonche,chromista,radiozoa,sticholonchea,sticholonchida,,,,sticholonchida,True,True,living,full_body,Q25368763,235737.0,1054998.0,714957.0,
planktonset1.0,stomatopod,animalia,arthropoda,malacostraca,stomatopoda,,,,stomatopoda,True,True,living,full_body,Q334855,14355.0,75390.0,331.0,
zooscan,larvae_Stomatopoda,animalia,arthropoda,malacostraca,stomatopoda,,,,stomatopoda,True,True,living,larvae,Q334855,14355.0,75390.0,331.0,
planktoscope,Striatella,chromista,heterokontophyta,bacillariophyceae,striatellales,striatellaceae,striatella,,striatella,True,True,living,full_body,Q23070147,149176.0,2963561.0,604035.0,711
whoi,Strobilidium_morphotype1,chromista,ciliophora,oligotrichea,choreotrichida,strobilidiidae,strobilidium,,strobilidium,True,True,living,full_body,Q25362539,101185.0,181620.0,1022867.0,657
whoi,Strombidium_morphotype1,chromista,ciliophora,oligotrichea,oligotrichida,strombidiidae,strombidium,,strombidium,True,True,living,full_body,Q7624374,101195.0,60005.0,604037.0,657
whoi,Strombidium_morphotype2,chromista,ciliophora,oligotrichea,oligotrichida,strombidiidae,strombidium,,strombidium,True,True,living,full_body,Q7624374,101195.0,60005.0,604037.0,657
whoi,Strombidium_capitatum,chromista,ciliophora,oligotrichea,oligotrichida,strombidiidae,strombidium,capitatum,strombidium capitatum,True,True,living,full_body,Q61997612,101282.0,1606869.0,604037.0,657
whoi,Strombidium_conicum,chromista,ciliophora,oligotrichea,oligotrichida,strombidiidae,strombidium,conicum,strombidium conicum,True,True,living,full_body,Q61997621,101289.0,641206.0,604037.0,657
whoi,Strombidium_inclinatum,chromista,ciliophora,oligotrichea,oligotrichida,strombidiidae,strombidium,inclinatum,strombidium inclinatum,True,True,living,full_body,Q62003802,428332.0,197538.0,604037.0,657
whoi,Strombidium_oculatum,chromista,ciliophora,oligotrichea,oligotrichida,strombidiidae,strombidium,oculatum,strombidium oculatum,True,True,living,full_body,Q121290180,101320.0,236065.0,604037.0,657
whoi,Strombidium_wulffi,chromista,ciliophora,oligotrichea,oligotrichida,strombidiidae,strombidium,wulffi,strombidium wulffi,True,True,living,full_body,Q61997662,101344.0,60005.0,604037.0,657
